,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
560.64093445895/855.225610490476,7.969975,9.009026,8.578327,7.928423,8.943164,9.401436,8.070222,8.856986,9.48762,10.051133,10.461457,10.614221,10.712497,10.966777,9.517474,9.751652,10.752966,10.755911,11.098569,11.195852,11.619862,11.802695,10.985085,10.664052,11.216915,11.028142,11.682404,11.777908,11.948353,11.954564,11.082964,10.999933,11.110487,11.056067,9.780911,9.811881,11.640123,11.833403,11.291218,11.069221,10.65279,10.595666,10.422875,10.653313,10.421151,10.84693
555.483440733792/787.199376853645,7.682524,8.535109,8.123263,8.201946,8.898217,9.207794,8.106747,8.745956,10.361727,9.834521,10.694231,10.124392,10.625197,10.184714,9.67349,9.912805,10.939511,10.412547,11.167396,11.081076,11.447097,11.396759,10.538404,10.172967,11.032856,10.867642,11.635897,11.500145,11.875686,11.628081,11.1206,10.819164,11.061432,10.946588,9.809254,9.818036,11.728397,11.812427,11.288119,11.056495,10.482133,10.66009,10.515877,10.672682,10.470863,10.497494
593.88762785259/425.297640849947,9.655534,9.787951,7.584857,8.415343,8.08726,8.166177,7.512757,7.387532,9.256707,9.503081,6.812258,7.005473,6.01088,6.897108,6.751579,6.68192,12.545673,12.460654,9.086474,9.026545,10.038943,9.817415,6.602765,6.426575,11.958917,11.703712,9.939292,9.36308,10.267155,10.111732,6.592056,5.926861,11.260346,11.148312,8.321219,8.465768,8.648115,9.102032,5.287347,5.285052,9.521822,9.941662,9.916935,10.032688,9.611507,9.782195
972.279367547286/846.472779183768,7.760524,8.333477,7.836795,7.871032,8.502291,8.321452,7.93457,7.716827,7.449383,8.439522,7.403319,7.315887,7.678798,8.252028,7.907304,7.807295,9.114351,9.426135,8.261844,8.976605,10.421691,10.234299,10.287872,10.15793,10.707545,10.715833,10.251245,10.549003,10.615427,10.281267,10.169563,10.170385,10.707178,10.935001,12.303427,12.044463,11.70018,11.711619,11.186387,11.182327,10.432586,10.147427,10.525578,10.439061,10.024876,10.36144
501.817844859341/534.154271885785,10.302715,9.655397,9.240408,9.623671,9.894585,10.07841,9.724972,9.230444,8.893836,9.010852,8.939986,9.033426,8.780521,8.517851,8.306727,8.519219,8.275674,7.957114,7.784499,8.141906,8.085498,8.495285,7.647391,7.201253,10.034396,10.521635,7.919748,8.490077,9.186068,10.066425,8.825394,8.700466,9.534,8.660789,10.899854,10.72108,11.915233,11.810582,11.24933,10.358416,9.724972,9.31325,9.374127,9.337695,9.078349,9.82887
560.967841432806/662.33227796537,8.036152,8.419747,7.716097,8.707861,9.009247,9.116127,8.227761,8.056305,9.866014,9.142582,10.646216,10.640514,10.46837,10.468202,9.536989,9.751953,10.524875,10.64231,11.054396,10.808226,11.265169,11.345613,10.64625,10.344866,10.789357,10.819896,11.395414,11.439274,11.841032,11.656883,10.964673,10.870196,10.897715,10.876762,9.919199,9.647038,11.491958,11.570559,11.210927,11.14591,10.448392,10.421565,10.360716,10.727218,10.592814,10.552415
973.911501165022/845.458025887274,8.353887,8.333477,8.056086,7.809633,9.035719,8.407181,8.051607,8.124475,8.286916,7.426492,7.202204,7.71913,7.78101,7.897054,8.394344,8.360795,9.239865,9.770783,9.057063,9.038512,10.554323,10.660206,10.122007,10.161955,10.96953,10.684577,10.68545,10.753218,10.795819,10.821945,10.393263,10.417543,11.136381,11.033167,12.09625,11.979174,11.619167,11.639334,11.207556,11.176413,10.647439,10.491584,10.753174,10.601428,10.018851,10.325683
541.077912983141/791.310157996224,8.527533,8.207948,8.448498,8.829832,9.948723,9.469607,8.715549,8.731456,9.256707,10.032645,9.85781,10.10639,10.307749,9.76903,10.889844,10.686491,10.085951,10.086773,10.187988,9.942944,11.787107,11.615932,11.286932,11.178374,11.246863,11.304486,11.24399,11.101186,11.583634,11.288002,10.797886,10.632753,10.393081,10.258414,11.398252,11.279486,11.887606,12.016579,10.863377,10.690927,10.527528,10.599775,10.751115,10.587371,10.575618,10.793694
592.045756022135/622.382945367472,7.512605,7.674529,7.236951,7.678393,7.954812,7.751149,7.539723,7.774541,7.153007,7.104583,7.572255,7.198903,7.782868,7.072991,8.068363,7.807375,7.920406,7.803247,7.419043,7.955084,8.158066,7.990424,9.58502,9.483635,8.752434,8.534255,8.807116,8.9014,8.403883,9.359807,10.698707,10.370578,9.9721,9.514816,9.50014,9.457632,8.892855,9.134235,12.090325,11.661253,9.342103,9.221383,9.213798,9.307402,9.120807,9.018827
536.29612544545/517.261850463642,9.631697,9.270863,9.324585,8.29955,10.190995,9.461622,9.396682,9.089409,10.78621,10.543329,9.062556,9.526464,10.939107,10.750282,10.125359,10.25575,10.354844,10.185904,10.131504,9.84282,10.568052,9.946434,10.028823,10.488014,10.518234,10.356,10.557605,10.17858,11.209738,11.108007,10.043638,10.150353,11.367177,11.074947,11.527316,11.123596,11.372334,11.419557,11.200113,10.670526,10.45281,10.124907,10.095519,10.279801,9.898648,10.12627
983.625712076823/813.501233066031,9.107703,8.996437,9.012695,8.650738,9.45403,9.198589,8.865524,9.241648,8.342444,7.930517,7.456524,8.219548,8.090673,7.92402,8.121352,8.042586,9.364343,9.223607,9.19793,8.693259,9.990474,10.193497,9.844168,9.760252,10.560096,10.340982,10.516302,10.174175,10.455983,10.065611,10.255198,9.813391,10.919036,10.246397,11.920112,11.37034,11.383848,11.322652,11.198417,10.656055,10.208378,10.376869,10.051037,10.051047,10.340878,10.115623
597.563364129317/717.414843350951,8.156444,8.98117,9.468639,8.552845,9.62068,9.706734,9.25057,9.806937,10.593446,10.535299,11.967882,11.966981,11.352182,11.302079,12.961992,12.971561,13.299891,13.048151,12.797638,12.997921,13.15378,13.167562,14.948837,14.965782,14.840355,14.66266,14.492566,14.390957,14.062409,13.871673,15.906172,15.859555,15.196214,15.14803,15.041395,14.962152,14.530645,14.588453,16.802477,17.043456,14.840355,14.836863,14.822149,14.753612,14.697138,14.594911
545.658576831483/898.211619716375,8.916875,9.099006,9.279978,9.114068,9.685753,10.129766,9.392138,9.545039,9.572455,9.689494,9.938439,10.337055,10.633844,10.796563,10.976451,11.288222,10.083415,10.110105,10.36965,10.498536,12.170683,12.212415,10.616869,10.559424,11.703748,11.676714,11.045072,11.107715,12.088741,12.406699,10.531336,10.794716,10.374446,10.705142,9.567054,9.53691,11.826059,11.768307,10.416735,10.703896,10.026392,10.111407,10.311952,10.174244,10.647206,10.374515
44.0951756929096/526.988479723404,7.760524,8.514048,8.933984,8.946188,8.558144,8.637476,8.8509,8.922277,9.425851,9.465279,9.631301,8.86319,9.579856,9.349027,10.371339,10.076692,10.475525,9.918281,10.296144,10.141884,10.397424,10.492126,10.820298,10.496084,11.005372,11.236853,10.860971,11.051701,10.967346,11.133271,10.574094,9.952903,10.744942,10.646153,11.496868,11.354174,11.785932,11.761311,10.947199,11.328918,10.671078,10.700016,10.734573,10.135813,10.424322,9.54977
1030.36531361362/857.521140337121,8.641864,8.869525,8.755957,8.455984,8.839323,9.028664,8.051607,8.405884,7.92954,8.434707,7.665361,7.753894,8.820976,8.776527,8.803002,8.822425,9.403917,9.556525,8.804068,9.624564,10.816176,10.982374,9.940784,10.076843,10.876719,10.885872,10.687273,10.561044,10.626152,10.484426,9.648916,9.628752,10.361185,10.364932,12.123468,12.148297,11.475107,11.786006,10.830651,10.881788,9.613341,9.446962,9.981612,9.933445,10.002847,9.559267
650.960263971697/451.262217192172,8.509457,8.470979,8.654706,9.180872,9.137002,9.304247,8.861925,9.079377,8.074968,8.25514,9.267375,9.315754,9.056153,9.279496,9.408699,9.074145,8.92906,9.365211,9.239094,9.146529,9.489618,9.801215,7.938887,7.960977,9.632255,9.581366,10.486523,10.534115,10.570875,10.435059,8.679308,8.822106,9.602654,9.782138,11.644551,11.284759,11.741843,11.741309,10.147206,10.212342,9.716664,9.691556,9.795413,9.654164,9.915531,9.720442
481.654282419305/580.161988601241,7.810276,8.16024,8.025417,8.495512,8.137012,8.434662,7.82922,8.124475,7.157699,7.527771,6.99848,7.670159,7.184713,7.146446,7.872816,7.176637,7.348139,7.997682,6.76139,7.744805,8.257963,8.609887,7.527827,7.999922,10.799063,10.929218,9.415066,9.052286,10.085893,10.517872,9.397667,10.170354,8.403378,9.396411,10.310599,11.054893,11.739076,12.171886,10.170336,11.200351,8.665342,9.899457,10.25136,9.910567,9.787566,9.52708
521.158651251542/582.150933220946,7.965759,8.380783,8.075169,7.986507,8.42429,8.684019,7.87508,7.830034,7.712407,7.426492,7.352968,7.427679,6.875054,7.213556,6.825571,7.029807,7.910059,7.484576,6.625524,7.15987,8.285736,8.262062,7.155729,7.591007,9.956621,9.549456,8.90347,8.486562,10.292301,9.516739,9.401616,9.340271,8.377807,7.996197,10.49193,9.721451,11.731832,11.448224,10.551234,9.998672,9.293595,9.020688,9.142669,9.218469,8.963916,9.259913
356.065672221937/694.081959178555,8.194411,9.246759,8.050508,8.449197,8.3684,8.83602,8.023291,8.577834,9.684804,9.30431,8.868228,9.964726,9.783226,9.161047,9.572733,10.064744,10.803364,10.979095,10.20145,10.72786,11.345933,10.901452,10.066689,10.20966,11.793815,11.199577,11.931044,11.695574,11.382083,11.327488,10.349713,10.513172,10.921842,11.457735,11.827759,11.719062,11.727134,11.626264,9.853859,10.201621,10.156247,10.491739,10.635219,10.403441,10.445009,10.388035
362.18354556435/458.076882967812,9.909076,9.740059,7.684389,8.223346,8.80895,9.081775,10.046141,9.844822,12.438085,12.241519,6.945511,7.590401,10.485654,10.069282,9.23567,8.82231,11.765945,11.533195,8.481406,8.260632,8.354183,9.050484,9.539134,9.334821,10.510999,10.176351,6.673518,7.714943,8.872358,8.635475,9.019527,8.703215,12.071442,11.780679,6.195942,6.540513,7.482817,7.295504,8.292883,8.221552,9.5299,9.91428,9.750685,9.608965,9.764323,9.635743
484.306425931161/680.079278807121,7.810276,7.852861,7.684389,8.007291,8.11235,8.291705,7.703014,7.909466,7.143168,7.527771,6.858056,7.194493,6.65607,7.76905,7.147471,7.176637,8.785637,8.844205,7.09298,7.987085,8.20855,8.819986,8.198509,8.257849,11.120925,11.255466,9.950322,10.504599,10.582124,11.096942,10.079503,10.429375,9.276389,9.842094,10.734101,11.375817,11.701497,12.043295,10.906906,11.281293,9.638696,9.857634,9.992391,10.031766,10.417815,10.143511
667.775020130894/300.189148606158,9.41143,8.978381,8.65195,9.144035,10.412276,9.56601,9.873006,9.926417,10.380763,9.775723,10.914619,10.332384,9.870043,9.859115,11.176683,11.008082,11.55219,11.341322,10.414919,9.984782,10.472016,10.37691,11.0269,11.074818,11.25942,11.03112,10.455338,10.301048,10.328957,10.148181,10.77745,10.417787,10.693638,10.215664,10.675024,10.470596,10.510547,10.396818,11.019241,10.77838,10.604701,10.144261,10.215731,10.190231,10.196931,10.117759
970.83235034608/824.493246635378,8.175552,8.426586,8.059655,8.040953,8.64668,8.321452,7.82922,8.27203,7.595297,7.948895,7.250342,7.194493,7.466732,7.92402,8.068363,7.866267,9.067725,8.486208,8.230601,8.354846,9.693617,9.606656,9.349069,9.483535,9.99538,10.206796,10.219778,10.069846,9.928814,10.042819,9.729096,9.698821,10.210285,10.477461,12.031594,11.9378,11.501932,11.630616,10.760216,10.923458,9.701521,9.984477,9.698536,9.996898,9.671916,9.772508
591.875843784265/622.383479714242,7.512605,7.674529,7.236951,7.678393,7.954812,7.751149,7.539723,7.774541,7.153007,7.104583,7.572255,7.198903,7.782868,7.072991,8.068363,7.807375,7.920406,7.803247,7.419043,7.955084,8.158066,7.990424,9.58502,9.483635,8.752434,8.534255,8.807116,8.9014,8.403883,9.359807,10.698707,10.370578,9.9721,9.514816,9.50014,9.457632,8.892855,9.134235,12.090325,11.661253,9.342103,9.221383,9.213798,9.307402,9.120807,9.018827
392.587703771758/625.165327470371,9.046557,8.997239,8.731677,8.863731,9.950898,9.662398,9.276662,8.830332,10.447092,10.294091,10.881652,10.785303,11.064524,10.998727,10.429549,10.264448,11.689477,11.507643,11.57059,11.513187,12.344175,12.320418,11.088058,11.244455,11.961229,11.979036,12.237306,12.348941,12.468844,12.271826,11.372416,11.590449,12.043642,11.788773,12.524047,12.432053,12.353638,12.265548,11.321153,11.183663,11.331543,11.30225,11.33041,11.307256,11.444947,11.199502
523.838508472108/660.153124533093,9.188149,10.033908,8.401975,8.958481,9.019158,10.162667,10.28587,9.393202,10.24965,10.834358,9.192412,9.896832,9.861288,10.47188,10.624905,10.511975,11.537649,11.689406,11.007439,11.397253,11.10108,11.057915,11.62591,11.397831,11.754437,11.933432,11.716034,11.73563,11.735923,11.9991,12.17837,12.104352,12.299187,12.432661,12.390326,12.474442,11.983967,12.066089,12.484183,12.666367,11.310808,11.239668,11.519067,11.594099,11.735739,11.568535
540.058545028954/144.923256352069,11.877439,10.62625,10.796996,10.425603,11.753836,10.886642,10.92459,10.597949,10.001399,9.815024,10.28367,9.788202,10.802037,10.502271,9.694025,9.553311,10.444596,9.435144,9.710528,9.2956,9.212376,8.810378,9.116494,9.212228,9.451763,9.225876,9.22997,9.155836,9.608684,9.792877,9.469626,9.593896,10.860382,9.259535,11.55605,9.583357,11.197785,10.484918,11.545061,9.400696,11.075349,9.613764,9.449473,9.459149,9.201999,9.556084
396.531597472074/565.169897606149,8.302662,8.30923,9.012695,8.308429,8.883717,8.973523,8.52628,8.588864,9.489994,9.152996,9.821252,9.001196,10.373925,10.0487,9.500527,9.621248,10.951448,10.18127,10.637724,9.81258,10.994801,10.388422,9.885407,9.716267,10.392149,10.492181,10.648222,10.84029,11.056176,11.065496,10.113537,10.111968,11.239079,10.064141,11.966781,11.159731,11.199849,11.068111,10.722833,9.775172,10.656469,9.886629,10.028804,9.313018,9.984641,9.834835
389.399387828091/753.091914086571,8.783232,8.426586,8.258612,8.118954,8.915292,8.896562,7.982117,8.424031,9.710633,9.722129,9.3664,9.816648,10.088219,10.234185,9.264331,10.010222,10.666829,10.544233,10.496568,10.552474,11.410431,11.501308,9.931522,10.410438,11.213685,11.029895,11.562968,11.408239,11.551368,11.622062,10.788338,10.82478,10.981671,11.06021,11.627331,11.673067,11.61269,11.621639,10.565122,10.446653,10.394231,10.533604,10.355382,10.612485,10.44654,10.322451
1038.44814474541/791.547346753269,9.214885,9.377051,9.075159,9.461302,9.61191,9.350591,9.032737,8.830019,8.250815,8.45046,8.224315,8.208264,8.383454,8.852757,8.392403,8.196623,9.362023,9.221041,9.091588,9.164639,10.581271,10.959698,10.010436,9.822484,10.855707,10.617969,10.669151,10.606816,10.345975,10.580141,9.470057,9.525373,10.056522,10.459361,11.965172,11.751527,11.267631,11.343409,10.561595,10.604933,9.336424,9.520698,9.722822,9.547729,9.362673,9.150441
543.678526761239/813.278152873247,9.144711,9.624735,9.405829,9.106233,10.020908,10.47613,9.715545,9.345533,10.274264,10.399986,10.407542,10.696946,11.208867,11.258626,10.974624,11.249656,10.624844,10.884657,10.469193,10.737393,12.258767,12.301964,10.965718,11.003309,11.637028,11.612846,11.340541,11.167608,12.355299,12.291764,10.738395,10.829148,10.726252,10.93894,9.465095,10.030557,11.600543,11.734931,10.444932,10.604151,10.55136,10.665255,10.643714,10.867031,10.977512,10.617746
783.155098898369/677.405155240041,8.11745,8.070447,7.747123,7.809633,8.594213,8.198597,7.861289,7.695774,7.950495,8.259819,7.936911,8.470088,9.078383,8.839774,8.372844,9.090834,8.195707,8.378064,8.570979,8.732078,10.264314,9.90272,8.605395,8.946093,9.147307,9.405628,9.775012,9.558671,10.964662,10.769991,9.152822,9.304243,9.171849,8.930294,11.138143,11.102101,11.589073,11.75363,10.204117,10.330976,9.522362,9.912559,9.825043,9.720668,9.448819,9.735546
371.477791234067/543.019022927971,11.977034,11.142347,9.850128,8.972986,11.538187,10.983924,11.67622,10.83077,12.135882,11.598364,9.46227,8.946522,12.763674,12.058763,10.751643,10.826019,12.126401,11.126464,10.505512,10.144556,11.005994,10.596852,10.160824,10.004199,10.329075,9.768979,8.731626,9.042267,10.886695,10.408543,9.623215,9.590587,11.260801,10.981082,8.969481,9.094274,9.678945,9.94571,9.407637,9.499775,10.406427,9.876404,10.142332,10.170264,9.936058,10.140111
369.020875629626/506.067399874251,9.408346,8.766432,7.585329,7.643628,8.741995,8.099064,10.428252,9.405877,11.348112,10.865601,6.835339,7.361593,10.326454,9.165432,7.562486,7.837122,11.511243,10.3772,7.648079,7.584346,7.47594,6.872091,8.390608,8.101502,8.868007,8.8937,6.733631,6.545564,7.759382,7.923833,7.829977,7.427683,11.869173,10.661372,5.571114,6.114343,6.893136,6.450783,8.048213,6.741857,9.56506,8.328427,8.623641,7.583086,7.958996,8.599169
525.326039632161/515.201199935326,8.60505,8.233943,7.947416,8.525711,8.883717,8.379167,8.167198,8.867431,8.226969,8.376348,9.057024,8.541,8.779653,8.277651,8.501156,8.406253,9.985786,9.051104,9.129071,8.956292,8.360879,8.395891,8.882258,8.846774,9.089038,8.902825,9.333991,8.818872,9.261737,9.544787,9.73695,9.353067,10.596324,9.484794,10.217581,10.08214,9.341167,9.522656,10.834424,9.826355,9.589422,8.56908,8.695396,8.901702,9.203786,9.267628
559.042618600946/676.147386688878,9.276343,8.403866,8.258612,8.240258,8.649406,8.61363,7.428696,8.653272,9.076536,9.375429,9.007732,8.758295,9.455026,9.397937,10.367751,9.994184,9.649766,9.505833,9.486547,9.558629,10.171733,9.934842,10.252208,9.82032,9.962917,10.062422,9.68169,10.371088,10.658214,10.371228,10.697044,10.77696,10.494033,10.442439,10.370695,10.447371,10.140938,10.486061,10.832718,10.819611,9.483818,9.693592,9.264776,9.433648,10.183721,10.250209
45.0229472779391/573.984461338916,8.669085,8.207948,8.075169,8.240258,9.097292,8.350134,8.339404,8.620913,8.978282,8.906156,9.297763,8.750845,9.141776,8.789509,9.622715,10.303329,10.08543,10.221012,9.609838,9.705317,10.532828,10.519914,10.435799,10.646525,10.918222,11.219973,11.299372,11.010051,11.302801,11.251463,10.376661,10.573321,10.16498,10.352219,11.237537,11.256039,11.481084,11.587966,10.688586,10.594176,10.281223,10.451564,10.084241,10.508691,10.3306,10.04106
599.754646167421/719.417449248817,7.571497,8.041302,8.075169,7.571481,8.113046,8.589382,7.244282,7.424057,7.153007,7.707045,7.756616,8.099611,7.953696,7.976487,7.921307,8.597439,8.111046,7.934998,7.63507,8.178692,8.224419,7.933751,9.628092,9.829278,9.449443,9.266789,8.695516,9.1715,9.07626,9.182603,10.758675,10.199628,9.788129,9.85692,9.672052,9.571761,8.912095,9.082523,11.871143,12.000047,9.266789,9.280119,9.589037,9.430507,9.324253,9.327193
482.500897859272/646.111220152056,7.600065,8.357324,8.342269,8.144045,8.341828,8.407181,7.339434,8.102107,7.58489,7.426492,7.067491,7.064853,6.702607,6.968966,7.258495,7.541759,8.448736,9.182173,8.727541,9.134764,7.836144,8.292486,8.156861,8.06374,9.677849,9.751056,9.450956,9.533695,9.262258,9.755958,9.72238,9.88901,10.497955,10.875262,10.52515,10.584639,9.894901,10.163556,10.792742,10.814934,9.106815,9.406665,9.572517,9.770948,9.554443,9.494194
970.988132409882/897.466289359284,8.231404,8.426586,8.192524,8.040953,8.42429,8.35644,8.396108,8.336135,7.746354,8.03743,7.098483,7.44373,7.047219,8.237081,8.02125,8.117223,9.182557,9.001316,9.065363,8.701333,10.032962,10.074909,9.876974,9.524419,10.323654,10.164928,10.368629,10.22352,10.628082,10.445801,10.010613,10.021393,10.4655,10.375683,11.484171,11.14118,10.872306,10.931628,10.785405,10.757968,10.145933,10.110367,9.987651,10.154887,10.103858,10.212121
392.227000454016/611.169784811564,8.357396,9.140826,8.382346,8.330455,8.502291,8.992139,8.27667,9.079377,9.69523,9.751919,9.454506,9.638485,9.775083,10.10712,9.509821,10.030122,10.321564,10.636307,10.527111,10.764406,11.567711,11.391652,10.20148,10.098855,11.323183,11.04371,11.854062,11.516195,11.691333,11.501413,10.673719,10.615317,10.324832,11.181342,11.045302,11.598902,11.464166,11.449578,9.686728,10.718328,9.69523,10.953307,10.430025,10.687372,11.114299,10.165397
