Sample,R1_15-1,R1_15-2,R2_15-1,R2_15-2,R3_15-1,R3_15-2,R4_15-1,R4_15-2,R1_20-1,R1_20-2,R2_20-1,R2_20-2,R3_20-1,R3_20-2,R4_20-1,R4_20-2,R1_25-1,R1_25-2,R2_25-1,R2_25-2,R3_25-1,R3_25-2,R4_25-1,R4_25-2,R1_30-1,R1_30-2,R2_30-1,R2_30-2,R3_30-1,R3_30-2,R4_30-1,R4_30-2,R1_35-1,R1_35-2,R2_35-1,R2_35-2,R3_35-1,R3_35-2,R4_35-1,R4_35-2,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
562.959331311678/574.216395839222,492.2775879,316,187.4185791,225.8395996,527.9814453,276.7641602,428.3764648,296.6486816,2168.193359,756.2924805,1409.485352,1026.724609,2414.876953,1626.135742,3223.140625,1761.887695,7791.011719,6479.640625,5709.578125,2445.724609,10728.72656,4742.996094,7824.777344,6713.195313,15779.58594,7545.402344,10341.52344,8613.445313,18868.67188,7596.707031,22719.21875,16893.40625,18405.98438,11451.64844,19714.04688,9206.195313,23293.95313,21075.6875,46017.09375,27680.34375,6744.324219,8152.113281,6693.023438,3689.443359,4207.4375,3321.832031
525.574462355229/547.17245099532,87,70,59.16629028,71,82.34576416,55,89,58,60,64,84,60,88,85,68,56,1932.493164,584.6450195,227,120,852.1240234,599,503.8562012,429,8025.160156,4874.210938,1780.914063,1312,6132.71875,4439.609375,5082.011719,2996.328125,4165.933594,1008.839844,21312.17188,5293.753906,44689.8125,24421.89063,34334.3125,6811.457031,5417.089844,2274.244141,1658.157227,969.1938477,1372.767578,1403.104492
560.611325983416/254.150248182392,6961,2236.947266,3013.587891,1427.890625,3366.03125,1168.027344,10381.53906,4126.367188,5943.910156,3176.183594,9076.453125,5007.65625,3570.867188,1897.225586,7139.4375,4583.808594,36602.8125,13430.20313,8240.023438,3190.818359,5570.535156,3419.835938,10637.59375,9408.054688,25230.71875,12267.61719,10510.9375,8156.351563,8134.425781,3363.257813,15259.39063,9396.070313,23606.40625,10539.40625,19171.10938,6830.515625,16260.52344,12384.89844,43509.28125,11854.92969,10247.28906,8267.515625,5596.851563,3949.314453,3982.144531,3260.003906
351.921778628701/594.155521474335,415.8171387,341.7822266,385.0593262,373.4064941,459.4682617,460.3928223,385,390.8786621,4860.941406,2620.078125,4554.769531,4524.1875,4065.097656,4037.755859,5939.492188,3500.185547,26011.125,21503.375,13938.59375,12688.5,32406.92188,21135.53125,14023.03906,11305.92188,58509.5625,34809.03125,43190.25,34595.40625,45425.84375,22807.70313,26887.92188,19829.5625,34872.5,33610.78125,53636,36549.25,70830.0625,55898.6875,37025.6875,27580.21875,13939.94531,17847.26563,13760.42969,12165.64063,11406.67969,9279.742188
646.162177905702/450.260483159545,114.3401489,118,222.0754395,170.8984375,438.6489258,217.9157715,378.3120117,259.6120605,221.0872803,216.9378662,1426.606445,857.5161133,1366.019531,881.8037109,1455.021484,816.1889648,2767.044922,1277.208984,2207.513672,1384.487305,3780.400391,2371.072266,835.7392578,1004.293457,6640.273438,4623.140625,8945.484375,5984.847656,9484.351563,6301.847656,3012.802734,2228.667969,6778.234375,3458.173828,27359.17188,12363.82031,40308.25,29533.70313,22916.96875,10108.96094,4890.859375,4210.097656,3028.410156,2931.546875,2756.160156,2341.451172
557.782477663274/882.212602510235,55,76,129,75,130,105,171,143.3857422,908.7436523,1192.003906,2351.185547,1557.029297,2769.814453,2096.080078,1154.680664,1280.666992,9457.835938,5134.566406,7821.027344,5233.148438,14673.10156,12292.34375,6007.304688,5279.542969,18012.75,13031.91406,16288.10156,14786.22656,25585.15625,19880.35938,15122.89063,11817.84375,15084.35156,9911.835938,5888.5625,3253.523438,36510.09375,30073.03125,39347.03125,18426.6875,4902.589844,5084.542969,4001.449219,3396.582031,3374.798828,3689.507813
560.617124323259/674.145578330874,390.0087891,207,169.5905762,155.0334473,267.5998535,223.6374512,457.3842773,260,1729.203125,835.7675781,1216.566406,976.0419922,2439.246094,1534.458008,3009.542969,1856.000977,7959.773438,5364.710938,4549.609375,2815.59375,7927.359375,4743.285156,6627.773438,4911.980469,11397.71875,7201.832031,8018.332031,6935.386719,14515.01563,7347.8125,17119.96875,13262.5625,17812.15625,10823.03906,18247.53125,10542.13281,18050.5625,17569.35938,38516.125,20750.95313,6445.722656,6706.808594,4695.25,3973.900391,4181.203125,4304.734375
603.476244474712/698.397182840919,39,47,46.13635254,49,58,57,64.58392334,48,85,68,258.760498,136,201,231,415.111084,325.2563477,682.1318359,479.0244141,486.723877,358,592.8818359,502.9206543,1613.251953,1769.988281,3213.748047,1969.046875,1511.837891,1202.506836,1389.134766,898.8652344,5818.21875,4095.441406,4289.570313,2306.863281,3603.816406,1960.850586,2860.410156,2380.320313,38432.21875,18135.20313,2122.273438,1827.854492,1300.000977,1199.455078,978.6420898,1036.277344
487.540649414062/678.072890655546,123.0944214,94,144.3642578,94,98,105,118,124,99,76,84.02825928,120,102,115.0790405,123.3955688,115.8033447,2233.091797,1455.353516,264.3952637,401.7929688,1938.452148,1761.50293,1012.885254,950.6245117,20855.39063,16713.79688,4518.683594,4541.550781,10130.95313,10587.82813,10042,8019.644531,6954.363281,5063.773438,17931.40625,15344.32031,38396.21875,36338.4375,36095.25,22050.54688,5781.378906,4713.339844,4202.78125,4643.558594,4727.929688,4405
392.163333825898/564.167537458885,436.0004883,163,144.3419189,168,456.873291,153,316.6330566,167.3419189,1018.292969,812.684082,3421.117188,1244.435547,4582.949219,1667.75293,1436.793945,1219.110352,17130.25,4516.710938,7611.804688,2857.519531,9978.617188,6445.71875,3536.623047,3466.033203,14132.28906,8980.945313,9634.09375,8042.507813,13081,10075.72656,10206.89063,5787.214844,22983.65625,7141.328125,35773.0625,11816.04688,28415.65625,19847.51563,32207.64063,8019.828125,11196.26563,5230.9375,4243.703125,3228.457031,2986.208984,3368.011719
517.845948336417/693.109596864419,58,64,63,77,88,48,65.02075195,60,65,68,79,60,103,95.54614258,80,49,1616.520508,918.8378906,314.0727539,210.0698242,2005.47168,963.9155273,1064.84082,928.6743164,13564.58594,8677.796875,3911.498047,2656.220703,11485.1875,6726.371094,8463.65625,6994.625,3436.164063,2242.550781,17507.375,7716.039063,34923.5,21595.53125,20965.89063,11965.79688,4388.707031,4143.375,3529.470703,2455.142578,3195.310547,2562.068359
609.960230777138/268.167472354185,1570.87793,751.2373047,873.2270508,561.2167969,1036.025391,643,1155.802734,876,6277.515625,3102.587891,10056.10156,4930.191406,3616.621094,2164.449219,10576.125,6032.816406,27685.10938,10785.28125,9252.101563,4307.117188,7205.148438,4452.25,10764.69531,9827.632813,16734.75,10075.39844,8415.140625,6376.421875,7747.726563,4380.457031,11012.22656,7282.375,15356.94531,7105.800781,16268.19531,6421.714844,14271.40625,9510.085938,34670.28125,12021.625,9385.875,6666.628906,5738.34375,4260.347656,4438.886719,3592.123047
544.253220942982/753.284100614097,675.1289063,388.1486816,350.4370117,359.5283203,1383.427734,636.050293,839.5800781,607,1987.432617,1718.707031,4421.492188,2729.255859,9832.234375,5556.945313,5665.957031,4551.214844,11292.01563,5913.726563,6664.414063,3811.097656,21862,17204.29688,8981.960938,8315.21875,25925.375,17262.15625,12038.5,10052.08594,26581.39063,19423.64063,13061.04688,9736.414063,16115.39844,9202.140625,7382.421875,3315.710938,33634.46875,25175.90625,29344.35938,11970.53125,9160.8125,6424.089844,5927.71875,4474.1875,4667.230469,4430.695313
393.630456757127/610.169467152627,151,229,230.2862549,159.5802002,234,232.5030518,221.0330811,164.7885742,1469.871094,1235.460938,1339.112305,1639.628906,2198.996094,2436.402344,2467.705078,1801.563477,8075.902344,6737.75,5696.15625,5151.214844,17900.4375,12682.375,6614.15625,5015.929688,23715.89063,15089.66406,18809.96875,13961.05469,24919.60938,14009.59375,13249.88281,9867.195313,12827.35156,13730.52344,21375.65625,17400.35938,33422.875,26568.6875,16114.36719,14217.875,5072.546875,7394.417969,5979.535156,5593.507813,5049.808594,4231.445313
559.127012018572/797.28600626562,125.7543335,105.6699829,90,161,192.1231689,186.0101318,173,176,1376.141602,1069.154297,2825.5,2174.328125,3364.546875,2507.960938,1751.610352,1431.213867,9997.070313,5364.960938,7912,4570.691406,11828.74219,9478.859375,5942.316406,5304.242188,14307.96875,9563.5,13471.05469,10635.86719,19296.14063,14466.67969,12762.01563,9911.84375,12971.91406,8044.074219,5569.710938,3355.449219,26746.20313,20611.67188,32852.75,15247.86719,6324.777344,4819.953125,4341.875,3949.708984,3818.855469,3588.033203
390.325965212103/564.167672049012,436.0004883,163,144.3419189,168,456.873291,153,316.6330566,167.3419189,1018.292969,812.684082,3421.117188,1244.435547,4582.949219,1667.75293,1436.793945,1219.110352,17130.25,4516.710938,7611.804688,2857.519531,9978.617188,6445.71875,3536.623047,3466.033203,14132.28906,8980.945313,9634.09375,8042.507813,13081,10075.72656,10206.89063,5787.214844,22983.65625,7141.328125,35773.0625,11816.04688,28415.65625,19847.51563,32207.64063,8019.828125,11196.26563,5230.9375,4243.703125,3228.457031,2986.208984,3368.011719
1026.27575148198/790.538833256935,81.3236084,91.17602539,69,68,82,87,101,57,509,237.8366699,217,203.0296631,664.9755859,513.2045898,728.8774414,533.9125977,3386.404297,1891.980469,1731.662109,1571.03125,7678.933594,6083.816406,3432,3192.660156,12355.02344,7839.722656,6719.800781,5522.988281,7383.332031,5472.867188,4769.292969,3704.554688,9674.96875,5904.667969,29992.10938,16103.82031,26455.8125,22185.96875,26019.125,12962.19531,3216.3125,2734.689453,2344.201172,2190.71875,1859.329102,1834.166992
663.707771167421/598.366640754808,102,90.5456543,46,60,68,42,100,57,177.1113281,190,820.6679688,469.5332031,420.3818359,237.1525879,2145.646484,1602.234375,10086.15625,4339.378906,949.1113281,646.5717773,1618.077148,1037.758789,4347.085938,4703.523438,21277.14063,13222.75781,2269.900391,1690.675781,1891.203125,1187.045898,5498.488281,3133.423828,4253.902344,2219.398438,7755.679688,2970.171875,8512.726563,5559.625,29335.90625,12488.49219,2030.674805,1235.487305,988.0688477,845.6875,777,1002.146973
386.128722609135/609.175791487946,268.2736816,343,467.5522461,282.645752,295.9404297,371.2993164,468,500.3134766,2926.1875,2082,2316.369141,2896.894531,3969.087891,4209.605469,4875.003906,3441.714844,14612.52344,13366.75781,11587.60938,9765.148438,30468.95313,23205.03125,11608,8887.742188,41395.21875,26529.3125,33867.90625,25834.65625,40870.4375,23538.89063,23379.82813,18222.10938,21878.71875,22882.375,38443.09375,30710.32813,57623.9375,45462,28906.625,26985.64063,9073.101563,14703.42188,10831.17969,9980.921875,10573.76563,8029.027344
970.68121980366/862.427300836545,50.79425049,76.32861328,60,55,83.90393066,56,70,52,164,81,92.61938477,167,139,176,276.9023438,198.0085449,1726.183594,1074.756836,555.519043,610.2236328,2672.490234,2674.613281,1884.754883,1608.259766,7094.085938,5603.050781,3067.716797,2909.941406,4345.996094,3487.058594,4015.591797,3195.955078,7472.863281,5570.796875,29209.5625,17049.89063,24457.45313,19463.39063,26619.28125,13185.0625,2770.857422,2088.988281,1903.767578,1981.022461,1426.506836,1923.938477
519.458072595429/514.200803479221,209.1270752,91,75,97,208.522583,114,212.6264648,99.79376221,404,297.1164551,887.7983398,336.0161133,1147.741211,352.2646484,512.4521484,621,5974.324219,1636.168945,1792.977539,908.5410156,1164.942383,885.0185547,1278.751953,1626.008789,2873.5,2513.529297,1848.973633,1646.506836,2518,2127.691406,4694.484375,2356.552734,12216.70313,2974.416016,10156.53125,3200.466797,6995.546875,4762.824219,29057.45313,5812.574219,3388.058594,1498.143555,1393.860352,1069.87793,1129.06543,1175.650391
557.221439830044/852.22169466224,78,79,170,100.7376099,182,100.2600098,126.7376099,157,1307.094727,932.7880859,2822.939453,2000.435547,3892.785156,2462.005859,1555.370117,1352.640625,9981.335938,5006.492188,7796.609375,4657.84375,10912.24219,8454.953125,6098.9375,5087.867188,13177.75781,9054.03125,11942.67188,10897.61719,17642.9375,12402.5625,12578.58594,8710.671875,13577.32031,8160.035156,6352.261719,3588.244141,23293.26563,18839.92188,28666.125,12763.97656,6435.425781,4945.972656,4437.445313,3724.193359,3785.667969,3308.623047
535.569863838062/594.160353042733,350,130.3696289,190,155,370.489502,162,295,188.7457275,223,129.1235352,329,157,318.2746582,137.0186768,175,159,453.2675781,489.6176758,224.9667969,131,1378.250977,518.9682617,308.0935059,246.4085693,7446.773438,4507.488281,1851.174805,926.5024414,5484.285156,2746.457031,4411.167969,3249.798828,1034.048828,1220.765625,7339.167969,3727.943359,28184,19196.8125,8657.828125,7338.726563,1136.199219,2133.707031,1284.008789,1134.880859,1211.943359,941.9082031
612.115616647821/284.162714135467,1614.180664,490,634.7924805,407.3876953,1253.338867,340.5512695,1092.875977,572.5429688,3850.726563,1313.178711,5215.304688,3217.632813,3258.966797,1816.444336,6767.316406,2666.027344,17854.42188,7494.464844,5285.105469,1981,5685.957031,2396.421875,8645.71875,6630.8125,13157.75,5858.265625,6557.472656,4566.542969,6374.859375,3182.494141,10764.32813,5323.414063,10019.76563,3876.5625,11558.60156,3620.701172,14048.22656,9299.429688,27976.98438,6988.410156,5900.105469,4457.503906,3670.535156,2158.689453,1935.464844,1939.619141
970.400282474986/830.489130822149,60,90,50.83853149,45,68,49,75,64,185.5892334,184,123.1821899,168.1015625,215,270.7294922,515,395,2703.251953,1510.827148,1243.464844,686.6132813,4141.796875,3411.134766,2994.837891,3231.130859,9517.195313,6620.082031,4921.21875,4876.308594,6214.539063,4424.964844,5985.394531,4141.375,10859.67969,6648.050781,24089.03125,12893.5625,21497.04688,17390.96875,27275.4375,12492.14844,4121.449219,3733.474609,2855.205078,2702,2242.376953,2450.261719
520.58922750908/548.172572065505,83,60,63,62,89,77,78,68,119,62,109.6618042,92,84.46331787,63,64,70,919.4208984,319.0422363,218.072876,176.944458,600.902832,274.4936523,305.4858398,259.7526855,4194.273438,2784.728516,1065.93457,784.1430664,3820.994141,2442.015625,2765.947266,1930.072266,2740.371094,471.1149902,11376.82813,3023.787109,26348.32813,14775.46094,20579.23438,4526.625,3225.041016,1379.413086,1126.162109,999.5209961,942.7709961,843.8964844
556.944582219709/739.284308076003,100,104,88,117,231.4620361,105,265.7929688,122,1360.637695,708.9272461,2744.699219,1619.286133,3205.486328,2098.347656,1268.792969,1112.114258,8555.304688,3894.347656,6101.402344,3768.988281,8993.898438,6572.222656,4736.378906,3838.925781,11146.33594,7269.5625,10160.94531,8280.398438,14912.27344,10095.5625,9810.5625,7517.003906,10563.49219,6210.335938,5079.921875,2877.208984,19728.73438,16053.96094,26099.92188,11109.72656,5119.371094,4247.988281,3520.263672,2804.621094,3069.044922,2706.267578
557.335617333128/881.215730451225,56,49.2270813,63,74.31518555,118,85,85,80,640.1186523,509.2888184,1115.5625,1065.447266,2287.039063,1618.691406,768.9008789,741.5917969,6029.335938,3446.158203,4507.824219,2957,8652.546875,7127.554688,3399.214844,3269.449219,10810.27344,8895.21875,10130.125,9117.15625,15652.3125,13137.67188,9534.976563,7673.542969,9613.359375,7137.09375,3281.652344,1963.306641,23547.89063,19059.70313,24644.34375,11543.4375,2863.166016,3044.261719,2823,2463.583984,2403.638672,2292.302734
392.579684073465/708.096938447431,129.6986084,160.1606445,142,127.4385376,147,137.7279053,156.6693115,195.3774414,690.3535156,758.0600586,790.2133789,877.4360352,1684.786133,1021.224121,1420.030273,1303.15625,5220.253906,4108.914063,3433.019531,2749.734375,11054.125,7056.714844,3625.490234,2607.486328,15003.85938,8531.25,11334.23438,8548.101563,13465.82031,10487.97656,7073.425781,6285.472656,9590.125,7308.289063,19631.90625,13979.13281,24561,18727.42188,11493.01563,8286.65625,3678.210938,3481.505859,3515.054688,2944.148438,3651.068359,3342.257813
669.080688476562/280.167211025751,247.5823975,188,159.8605957,267.9287109,820.7280273,469.9626465,706.7075195,344.9626465,1169.53418,667.2084961,2984.388672,1526,1853.912109,1065.847656,3424.361328,2367.455078,12074.51563,4865.800781,3200.876953,1583.500977,3290,1872.739258,5230.105469,4479.890625,12421.72656,7180.652344,3646.732422,2943.720703,3508.488281,1923.063477,6480.921875,3680.626953,6622.039063,2673.669922,7907.648438,3336.283203,8343.492188,5478.875,23775.07813,7058.730469,3943.248047,2879.617188,2366.244141,1845.998047,1521.366211,1828.541016
366.352823893229/551.076072668757,663.2885742,399.8840332,56.30648804,70,224,221.7290039,1116.083008,782.3745117,10268.71094,6445.449219,78,114,2594.382813,1748.03125,1261.081055,776.5615234,17447.5,10878.69531,1107.292969,595.7617188,1106.025391,780,2398.875,1914.360352,9547.046875,5761.699219,404,234,2433.443359,1338.061523,2218.392578,1598.320313,23723.39063,16362.33594,223.9123535,183,1388.323242,1020.523926,3819.238281,1736.495117,2653.292969,2480.898438,2177.84375,1779.099609,1634.038086,1285
556.454881634629/854.220460233613,94,58,139,59.13565063,218,119,137,155,1049,710.3515625,2047.349609,1448.438477,2841.365234,2107.923828,1273.422852,1012.537109,7426.449219,4376.097656,5852.757813,3148.837891,8411.09375,6706.914063,4549.210938,3862.019531,10039.84375,6945.949219,9685.023438,7774.277344,12605.73438,9462.539063,9332.421875,7112.304688,9193.179688,5398.972656,4247.820313,2371.720703,18812.70313,13735.36719,23216.95313,10080,4896.128906,3848.744141,2942.224609,2507.480469,2364.314453,2388.363281
597.818223384389/717.414544163141,75,94,155,77,165,128,176.7739258,208.6356201,618.8212891,474.4790039,2210.107422,1557.942383,1581.359375,1122.860352,4221.0625,3442.328125,13277.10938,6330.21875,5841.277344,4347.671875,8454.921875,6476.367188,27010.25,25299.26563,44554.3125,29977.79688,21228.79688,17250.23438,18950.39063,12707.4375,83395.25,59628.125,58030.96875,35603.1875,51985.46875,29491.6875,46617.78125,35962.40625,360938.5,204496.375,29335.39063,24382.4375,20343.17188,17220.79688,15586.21875,15055.8125
391.772264447129/610.171443926988,151,229,230.2862549,159.5802002,234,232.5030518,221.0330811,164.7885742,1469.871094,1235.460938,1339.112305,1639.628906,2198.996094,2436.402344,2467.705078,1801.563477,8075.902344,6737.75,5696.15625,5151.214844,17900.4375,12682.375,6614.15625,5015.929688,23715.89063,15089.66406,18809.96875,13961.05469,24919.60938,14009.59375,13249.88281,9867.195313,12827.35156,13730.52344,21375.65625,17400.35938,33422.875,26568.6875,16114.36719,14217.875,5072.546875,7394.417969,5979.535156,5593.507813,5049.808594,4231.445313
172.572860583924/381.058547193294,99,64,114,75.17852783,163,91.77618408,176.8416748,131.8621826,693.8388672,431,1139.478516,595,1049.43457,685.1430664,1683.473633,1222.216797,6969.730469,2997.027344,2233.367188,1273.9375,8176.304688,5094.652344,4795.867188,4501.464844,12936.49219,8439.210938,6137.761719,4380.148438,6422.058594,4028.162109,6843.273438,5307.636719,8437.039063,4510.074219,14802.35938,6788.945313,21280.6875,14888.875,21949.54688,8594.070313,4619.453125,3586.611328,2963.59375,2481.236328,1868.500977,2276.148438
970.406745776796/764.51418535315,90,85,65,76,84,83.125,82,72,157.0828857,77,126,90,162.9970703,291,262.0517578,240.3851318,1757.207031,1082.931641,834,695.921875,3347.216797,2705.949219,2035.714844,1924,6679.855469,4999.789063,3774.568359,2996.189453,4795.007813,3274.757813,4992.160156,3259.382813,8794.992188,5151.800781,21760.35938,11747.45313,19371.42188,15984.67188,21456.78125,10414.13281,2952.447266,2669,2628.195313,2113.513672,1701.691406,2048.019531
